景点名称,景点图片,city,county,景点地址,景点参观人数,景点评分,景点短语,景点链接,景点最低价格,景点等级,景点详细信息,景点开放时间,景点图片合集,json
龙湫宝塔,https://imgs.qunarzz.com/sight/p0/201301/16/a11f82d1d1dfc7ad93835fbb.jpg_280x200_ece18c1f.jpg,潮州市,湘桥区,广东省潮州市湘桥区龙湫宝塔,-1,-1.0,龙湫宝塔是潮州八景之一。原指潮州城北面韩江河面的小洲上，建于宋代的石塔。塔下有葱郁繁茂的树林，有雅致幽静的寺院，与四周的,https://piao.qunar.com/ticket/detail_2030791390.html?st=a3clM0QlRTYlQjklOTglRTYlQTElQTUlRTUlOEMlQkElMjZpZCUzRDMzNjQyJTI2dHlwZSUzRDAlMjZpZHglM0Q0NSUyNnF0JTNEJTI2YXBrJTNEMiUyNnNjJTNEV1dXJTI2dXIlM0QlRTQlQjglQUQlRTUlQjElQjElMjZsciUzRCVFNCVCOCVBRCVFNSVCMSVCMSUyNmZ0JTNEJTdCJTdE#from=mpl_search_suggest,-1.0,N/A,龙湫宝塔是潮州八景之一。原指潮州城北面韩江河面的小洲上，建于宋代的石塔。塔下有葱郁繁茂的树林，有雅致幽静的寺院，与四周的景物相辉映，构成一幅美妙绮丽的风景。初时名为“塔院维舟”，以游艇常喜系缆于此命名。又因塔边有“龙求湫泉”，因之又名“龙湫宝塔”。可惜宝塔于清代已经倒塌，寺院也荒芜，残存的塔基后来也被洪水冲走去。,暂无,https://imgs.qunarzz.com/sight/p0/201301/16/a11f82d1d1dfc7ad93835fbb.jpg_710x360_49918b75.jpg,"{""ret"": true, ""data"": {""tagList"": [{""tagType"": 0, ""tagScore"": 5, ""tagNum"": 0, ""tagName"": ""\u5168\u90e8""}], ""score"": 0.0, ""commentCount"": 0}, ""statusCode"": 200}"
北阁佛灯,https://qimgs.qunarzz.com/piao_qsight_provider_piao_qsight_web/01A44120008mc7if4792C_C_900_504.jpg_280x200_0a7ce3ac.jpg,潮州市,湘桥区,潮州市湘桥区环城东路西50米,-1,-1.0,亭台楼阁间高低错落,https://piao.qunar.com/ticket/detail_1757854083.html?st=a3clM0QlRTYlQjklOTglRTYlQTElQTUlRTUlOEMlQkElMjZpZCUzRDUzNTA3MiUyNnR5cGUlM0QwJTI2aWR4JTNENDQlMjZxdCUzRCUyNmFwayUzRDIlMjZzYyUzRFdXVyUyNnVyJTNEJUU0JUI4JUFEJUU1JUIxJUIxJTI2bHIlM0QlRTQlQjglQUQlRTUlQjElQjElMjZmdCUzRCU3QiU3RA%3D%3D#from=mpl_search_suggest,-1.0,N/A,N/A,1/1-12/31；周二至周日；09:00-17:00开园；（17:00停止入园）,https://qimgs.qunarzz.com/piao_qsight_provider_piao_qsight_web/01A44120008mc7if4792C_C_900_504.jpg_710x360_f2e53274.jpg,"{""ret"": true, ""data"": {""tagList"": [{""tagType"": 0, ""tagScore"": 5, ""tagNum"": 0, ""tagName"": ""\u5168\u90e8""}], ""score"": 0.0, ""commentCount"": 0}, ""statusCode"": 200}"
葫芦山,https://imgs.qunarzz.com/sight/p0/201211/00/818c150045195f9393835fbb.jpg_280x200_b02192ba.jpg,潮州市,湘桥区,广东省潮州市湘桥区西湖景区内绿榕路,-1,-1.0,葫芦山位于西湖之内，山上多怪石，是墨客骚人留题的好去处。自唐宋以来，历朝累积，蔚为大观。至今尚保存130多处。书体有真草,https://piao.qunar.com/ticket/detail_3403173891.html?st=a3clM0QlRTYlQjklOTglRTYlQTElQTUlRTUlOEMlQkElMjZpZCUzRDI0MDU3JTI2dHlwZSUzRDAlMjZpZHglM0Q0MyUyNnF0JTNEJTI2YXBrJTNEMiUyNnNjJTNEV1dXJTI2dXIlM0QlRTQlQjglQUQlRTUlQjElQjElMjZsciUzRCVFNCVCOCVBRCVFNSVCMSVCMSUyNmZ0JTNEJTdCJTdE#from=mpl_search_suggest,-1.0,N/A,葫芦山位于西湖之内，山上多怪石，是墨客骚人留题的好去处。自唐宋以来，历朝累积，蔚为大观。至今尚保存130多处。书体有真草篆隶行，内容主要有抒怀写景、科举题名、风俗记事和官衙文告等。立于南岩峭壁之“湖山图画”四字，字径长1.7米。,暂无,https://imgs.qunarzz.com/sight/p0/201211/00/818c150045195f9393835fbb.jpg_710x360_e388f609.jpg,"{""ret"": true, ""data"": {""tagList"": [{""tagType"": 0, ""tagScore"": 5, ""tagNum"": 0, ""tagName"": ""\u5168\u90e8""}], ""score"": 0.0, ""commentCount"": 0}, ""statusCode"": 200}"
佛手果文旅生态园,https://qimgs.qunarzz.com/piao_qsight_provider_piao_qsight_web/0104j12000afckgtk6539_C_900_504.jpg_280x200_fa835e5c.jpg,潮州市,湘桥区,潮州市湘桥区官塘镇象山村狗槽山,-1,-1.0,N/A,https://piao.qunar.com/ticket/detail_3810570329.html?st=a3clM0QlRTYlQjklOTglRTYlQTElQTUlRTUlOEMlQkElMjZpZCUzRDUyOTcwNSUyNnR5cGUlM0QwJTI2aWR4JTNENDIlMjZxdCUzRCUyNmFwayUzRDIlMjZzYyUzRFdXVyUyNnVyJTNEJUU0JUI4JUFEJUU1JUIxJUIxJTI2bHIlM0QlRTQlQjglQUQlRTUlQjElQjElMjZmdCUzRCU3QiU3RA%3D%3D#from=mpl_search_suggest,-1.0,N/A,N/A,暂无,https://qimgs.qunarzz.com/piao_qsight_provider_piao_qsight_web/0104j12000afckgtk6539_C_900_504.jpg_710x360_b03943fb.jpg〇https://qimgs.qunarzz.com/piao_qsight_provider_piao_qsight_web/0106e12000afckcqr73F0_C_900_504_Q90_Mtg_7.jpg_710x360_4a8284ad.jpg〇https://qimgs.qunarzz.com/piao_qsight_provider_piao_qsight_web/0103n12000afckkhbEDE2_C_900_504_Q90_Mtg_7.jpg_710x360_074a94e4.jpg〇https://qimgs.qunarzz.com/piao_qsight_provider_piao_qsight_web/0106y12000afckj0a75BD_C_900_504_Q90_Mtg_7.jpg_710x360_e5cfc0e0.jpg〇https://qimgs.qunarzz.com/piao_qsight_provider_piao_qsight_web/0104j12000afckgtk6539_C_900_504_Q90_Mtg_7.jpg_710x360_4f718752.jpg,"{""ret"": true, ""data"": {""tagList"": [{""tagType"": 0, ""tagScore"": 5, ""tagNum"": 0, ""tagName"": ""\u5168\u90e8""}], ""score"": 0.0, ""commentCount"": 0}, ""statusCode"": 200}"
石壁山,https://imgs.qunarzz.com/sight/p0/201403/07/6c3945a0d3810919743bf2d2d22cc989.jpg_280x200_cae2b83d.jpg,潮州市,饶平县,N/A,-1,-1.0,有明代的古树名木，又有新栽的博士林,https://piao.qunar.com/ticket/detail_2910063854.html?st=a3clM0QlRTklQTUlQjYlRTUlQjklQjMlRTUlOEUlQkYlMjZpZCUzRDE0NzU1JTI2dHlwZSUzRDAlMjZpZHglM0QyJTI2cXQlM0QlMjZhcGslM0QyJTI2c2MlM0RXV1clMjZ1ciUzRCVFNCVCOCVBRCVFNSVCMSVCMSUyNmxyJTNEJUU0JUI4JUFEJUU1JUIxJUIxJTI2ZnQlM0QlN0IlN0Q%3D#from=mpl_search_suggest,7.0,N/A,石壁山风景区中木郁郁苍苍，有明代的古树名木，又有新栽的博士林，有古寺“雷音寺”，有自然景点“谏玉泉”，有近代建筑物“粤东一壁”（赵朴初题）牌坊、纳海楼、丽泽湖、飞虹桥等。山腰上灵气呈祥，闻名的饶平二中就坐落在石壁山南麓，每天可闻琅琅的读书声。中国佛教协会会长赵朴初、著名书画家关山月、汉学大师饶宗颐、饶平籍的剧作家郭启宏等十多位名家均为石壁山景区赠墨题字，使河山增辉，名贯粤东。雷音古寺位于栖云山南麓，明嘉靖二十八年（1532年），黄冈上步村余散人在栖云山长神洞旁建造一座石亭，亭内有人住守，以看护亭前墓葬（该古墓曰黄牛听金钟），时常向长神洞山神焚香点烛、祈求平安。后来逐渐演变成雷音古寺。清朝乾隆年间，江西省景德镇发生窑变，出现了十八尊罗汉。每尊罗汉背后都有“潮州雷音古寺”字样。县官奏报朝廷，皇上下旨来潮州寻找雷音古寺，潮州知府忙通知各县寻觅，后来才在黄冈栖云山长神洞旁找到这个“雷音古寺”。因该寺供奉的十八罗汉与窑像酷似，而这个雷音寺以上神洞巨石为后壁，故后人又称雷音古寺为“石壁庵”，原来的栖云山，也叫成石壁。,暂无,https://imgs.qunarzz.com/sight/p0/201403/07/6c3945a0d3810919743bf2d2d22cc989.jpg_710x360_a3951b6d.jpg,"{""ret"": true, ""data"": {""tagList"": [{""tagType"": 0, ""tagScore"": 5, ""tagNum"": 0, ""tagName"": ""\u5168\u90e8""}], ""score"": 0.0, ""commentCount"": 0}, ""statusCode"": 200}"
已略黄公祠,https://imgs.qunarzz.com/sight/p0/201403/07/4fb305259b0beb40f6d555c266abef05.jpg_280x200_da1eaa99.jpg,潮州市,湘桥区,广东省潮州市湘桥区义安路铁巷,-1,-1.0,集潮州木雕之大成，堪称一绝,https://piao.qunar.com/ticket/detail_357503767.html?st=a3clM0QlRTYlQjklOTglRTYlQTElQTUlRTUlOEMlQkElMjZpZCUzRDE0NTc0JTI2dHlwZSUzRDAlMjZpZHglM0Q0MSUyNnF0JTNEJTI2YXBrJTNEMiUyNnNjJTNEV1dXJTI2dXIlM0QlRTQlQjglQUQlRTUlQjElQjElMjZsciUzRCVFNCVCOCVBRCVFNSVCMSVCMSUyNmZ0JTNEJTdCJTdE#from=mpl_search_suggest,-1.0,N/A,已略黄公祠在市区义安路铁巷2号，建于清光绪十三年（1887年），是一座二进院，面宽15.4米，进深,8:30-17:30，17:15停止入场。,https://imgs.qunarzz.com/sight/p0/201403/07/4fb305259b0beb40f6d555c266abef05.jpg_710x360_e0a6efc3.jpg〇https://qimgs.qunarzz.com/piao_qsight_provider_piao_qsight_web/3984e2ff8c1d8786b45dad32aff4dbef.jpg_710x360_bc041cfc.jpg〇https://qimgs.qunarzz.com/piao_qsight_provider_piao_qsight_web/c323ca7c3f1d76b88d7d25fe42589818.jpg_710x360_05372cbd.jpg〇https://qimgs.qunarzz.com/piao_qsight_provider_piao_qsight_web/f4c16f6a67f309df4c9e667a07983540.jpg_710x360_c83187cf.jpg〇https://qimgs.qunarzz.com/piao_qsight_provider_piao_qsight_web/6cdcd70f30e88fe2b543e6af5a7fc89e.jpg_710x360_086d40ad.jpg〇https://qimgs.qunarzz.com/piao_qsight_provider_piao_qsight_web/39b9cffcf38d1f6acf605843bdbf9dc2.jpg_710x360_1d70216a.jpg〇https://qimgs.qunarzz.com/piao_qsight_provider_piao_qsight_web/ed0eb39110a8b829f1139399ac281b0b.jpg_710x360_b228087a.jpg〇https://qimgs.qunarzz.com/piao_qsight_provider_piao_qsight_web/e6676c1091380c098be81c8ad47ebe54.jpg_710x360_0345bcc0.jpg〇https://qimgs.qunarzz.com/piao_qsight_provider_piao_qsight_web/f043c75b02354e1a7e9170468786607f.jpg_710x360_14a5e890.jpg〇https://qimgs.qunarzz.com/piao_qsight_provider_piao_qsight_web/0006fba78a55090deaa1f89bfb296baa.jpg_710x360_c9f19c42.jpg〇https://qimgs.qunarzz.com/piao_qsight_provider_piao_qsight_web/6de51a8a8334f01643c978624d79ee5f.jpg_710x360_0637f28e.jpg〇https://qimgs.qunarzz.com/piao_qsight_provider_piao_qsight_web/a6d1ca98f432c3ffd4cfb4b26458d642.jpg_710x360_b4c8bf3b.jpg〇https://qimgs.qunarzz.com/piao_qsight_provider_piao_qsight_web/0799f4ce9ff1eb9c17f09c80ac2ab38b.jpg_710x360_65bb4f44.jpg〇https://qimgs.qunarzz.com/piao_qsight_provider_piao_qsight_web/afc241ad3cc8f3d2af7735598a8c2a96.jpg_710x360_96479fdc.jpg〇https://qimgs.qunarzz.com/piao_qsight_provider_piao_qsight_web/b2c70cbc7d09d91f7eb2624c00ff399b.jpg_710x360_936ac613.jpg〇https://qimgs.qunarzz.com/piao_qsight_provider_piao_qsight_web/4f62bb91d63292eea7813d2e4c45de57.jpg_710x360_a32c485d.jpg〇https://qimgs.qunarzz.com/piao_qsight_provider_piao_qsight_web/3b88862c1588e3a88c3c21e9bc05eb13.jpg_710x360_0535cd98.jpg〇https://qimgs.qunarzz.com/piao_qsight_provider_piao_qsight_web/2ba4e2629678b8e2f2c044ab8113beab.jpg_710x360_f2a1a31d.jpg〇https://qimgs.qunarzz.com/piao_qsight_provider_piao_qsight_web/cf440a02fb6a3437.jpg_710x360_9c3519ae.jpg〇https://qimgs.qunarzz.com/piao_qsight_provider_piao_qsight_web/b3e580080cdd43b5.jpg_710x360_4d08a795.jpg〇https://qimgs.qunarzz.com/piao_qsight_provider_piao_qsight_web/c1deb0a3191d55b5.jpg_710x360_d668cfab.jpg,"{""ret"": true, ""data"": {""tagList"": [{""tagType"": 0, ""tagScore"": 5, ""tagNum"": 0, ""tagName"": ""\u5168\u90e8""}], ""score"": 0.0, ""commentCount"": 0}, ""statusCode"": 200}"
笔架山宋窑,https://imgs.qunarzz.com/sight/p30/201211/02/a8d6535d4d38a2d793835fbb.jpg_280x200_6a5a52cc.jpg,潮州市,湘桥区,广东省潮州市湘桥区笔架山西麓,-1,-1.0,产品远销国内外，被誉为“广东陶瓷之都”,https://piao.qunar.com/ticket/detail_4160919091.html?st=a3clM0QlRTYlQjklOTglRTYlQTElQTUlRTUlOEMlQkElMjZpZCUzRDEyNzU0JTI2dHlwZSUzRDAlMjZpZHglM0Q0MCUyNnF0JTNEJTI2YXBrJTNEMiUyNnNjJTNEV1dXJTI2dXIlM0QlRTQlQjglQUQlRTUlQjElQjElMjZsciUzRCVFNCVCOCVBRCVFNSVCMSVCMSUyNmZ0JTNEJTdCJTdE#from=mpl_search_suggest,-1.0,N/A,在韩江东岸笔架山西麓，北起虎头山，南至印子山，绵延四华里，窑址鳞次栉比，相传有九十九条窑之多，号称“百窑村”，又称“水东窑”、“白瓷窑”。笔架山窑场始创于唐，极盛于宋。其产品远销国内外，成为中国陶瓷出口基地之一，被誉为“广东陶瓷之都”。产品种类繁多，主要有碗、盒、盏、灯、炉、杯、壶、盂、豆、釜、洗、枕头、粉盒等日用器皿和瓶器、人物、玩具等工艺瓷，其胎质坚密，别具一格。釉色以影青釉为主，兼有青、白、黄、酱褐釉等，釉质晶莹润泽、如银似玉，多数不开片或只是极细的鱼子纹片；饰纹以划花力主，还有雕刻和镂空的。新西兰学者艾黎在参现了潮州古瓷器展品后，兴奋地说，“我在国外看到好多古瓷器，原来它的老家就在这里！”笔架山宋窑为古代中外文化交流，为中华民族的文明史增添了辉煌的一页。自1953年起，广东省博物馆及潮州文化工作者，配合基建工程多次对宋窑遣址进行考古发掘，失后清理了11窑遗址，其中既有阶级型龙窑，还有斜坡式龙窑78米，宽约3米，除窑头及火膛被毁外，窑壁、窑尾、隔火墙、阶级隔梁等均保存完好，此外还出土了大量瓷器，其中有被列为一级藏品的“麻姑进酒”、有小洋人和哈叭狗等玩具，还有饰以八字胡的观音佛像”、“熙宁”等年号及“水东中窑甲”、“匠人周明”等区工姓名的铭文。,暂无,https://imgs.qunarzz.com/sight/p30/201211/02/a8d6535d4d38a2d793835fbb.jpg_710x360_20d9e16c.jpg,"{""ret"": true, ""data"": {""tagList"": [{""tagType"": 0, ""tagScore"": 5, ""tagNum"": 0, ""tagName"": ""\u5168\u90e8""}], ""score"": 0.0, ""commentCount"": 0}, ""statusCode"": 200}"
红山森林公园,https://imgs.qunarzz.com/sight/p49/201211/03/20df930faeb153e893835fbb.jpg_280x200_87526cf7.jpg,潮州市,湘桥区,地处于潮州古城之东,-1,-1.0,红山森林公园地处于潮州古城之东，为山地向平原过度的高丘陵，山势峻夷，峰峦叠翠，高树凝烟，景石错立，泉水蜿蜒，高峰海拔49,https://piao.qunar.com/ticket/detail_2173697737.html?st=a3clM0QlRTYlQjklOTglRTYlQTElQTUlRTUlOEMlQkElMjZpZCUzRDI5MzYlMjZ0eXBlJTNEMCUyNmlkeCUzRDM5JTI2cXQlM0QlMjZhcGslM0QyJTI2c2MlM0RXV1clMjZ1ciUzRCVFNCVCOCVBRCVFNSVCMSVCMSUyNmxyJTNEJUU0JUI4JUFEJUU1JUIxJUIxJTI2ZnQlM0QlN0IlN0Q%3D#from=mpl_search_suggest,-1.0,N/A,"红山森林公园地处于潮州古城之东，为山地向平原过度的高丘陵，山势峻夷，峰峦叠翠，高树凝烟，景石错立，泉水蜿蜒，高峰海拔497.2米，雄居山体中央，为潮州城区之制高点，园区南北5．22千米，东西宽4.17千米，总面积933公顷.红山森林公园1993年定为省级森林公园，为广东十大森林公园之一。公园环境优美，山青、林碧、草茂、泉清，茂密的森林与交织的山塘泉涧形成了一个相对幽静的森林环境空间。是一座集森林旅游、登山眺望、山地运动、文化娱乐、林地养生、度假健身、科教考察等多种旅游服务项目。于2001年1月22日正式对外开放.森林公园利用得天独厚的自然资源，缘势开发了滑草场、滑车场、跑马场、射箭场.曲径通幽、天上人间酒吧等近20个游乐项目，可令游客尝试“草上飞”的惊险好玩与刺激，体验天上人间的全新感受，领略骑士跃马英姿，在花草簇拥，绿树环抱的山坡上建有中餐厅、快餐厅，卡拉OK厅、石林茶座等配套设施，可供游客品尝各式美食或一泡香茗，人在绿中，乌声燕语，茶醉人醉，第二期项目包括,观音圣景、名人名家书画展馆、商务会议中心、金嘉庄园、金环别墅、金福高级别墅区、鱼跃龙门、科幻探奇、儿童天地等即将建成开放，届时将完整地为人们提供一个回归自然，寻觅安静，领略南亚热带风光的城市近郊综合性森林公园，使之成为粤东森林旅游中心。",01/01-12/31；8:00-18:00开园,https://imgs.qunarzz.com/sight/p49/201211/03/20df930faeb153e893835fbb.jpg_710x360_9a2b93c6.jpg,"{""ret"": true, ""data"": {""tagList"": [{""tagType"": 0, ""tagScore"": 5, ""tagNum"": 0, ""tagName"": ""\u5168\u90e8""}], ""score"": 0.0, ""commentCount"": 0}, ""statusCode"": 200}"
野狼丛林越野俱乐部,https://imgs.qunarzz.com/sight/p0/2111/50/500602c6ff74f421a3.img.jpg_280x200_baf60574.jpg,潮州市,湘桥区,广东省潮州市湘桥区磷溪镇凤湾线旸山村苦厝坑2号之1铺面,-1,-1.0,没有驾驶证也可以开的山地越野四驱车，2分钟包教包会，全套护具。另外还有越野服装，拍个帅气的视频照片。,https://piao.qunar.com/ticket/detail_2659107486.html?st=a3clM0QlRTYlQjklOTglRTYlQTElQTUlRTUlOEMlQkElMjZpZCUzRDUxMjcwNiUyNnR5cGUlM0QwJTI2aWR4JTNEMzglMjZxdCUzRCUyNmFwayUzRDIlMjZzYyUzRFdXVyUyNnVyJTNEJUU0JUI4JUFEJUU1JUIxJUIxJTI2bHIlM0QlRTQlQjglQUQlRTUlQjElQjElMjZmdCUzRCU3QiU3RA%3D%3D#from=mpl_search_suggest,-1.0,N/A,没有驾驶证也可以开的山地越野四驱车，2分钟包教包会，全套护具。另外还有越野服装，拍个帅气的视频照片。,暂无,https://imgs.qunarzz.com/sight/p0/2111/50/500602c6ff74f421a3.img.jpg_710x360_8d13aa5c.jpg〇https://imgs.qunarzz.com/sight/p0/2111/cf/cf106db0375b7090a3.img.jpg_710x360_c754269d.jpg〇https://imgs.qunarzz.com/sight/p0/2111/b8/b8b50748e2fda2eea3.img.jpg_710x360_f9bb5293.jpg〇https://imgs.qunarzz.com/sight/p0/2111/2b/2b70a82775d92ab7a3.img.jpg_710x360_95260453.jpg,"{""ret"": true, ""data"": {""tagList"": [{""tagType"": 0, ""tagScore"": 5, ""tagNum"": 0, ""tagName"": ""\u5168\u90e8""}], ""score"": 0.0, ""commentCount"": 0}, ""statusCode"": 200}"
叶子营地,https://imgs.qunarzz.com/sight/p0/2303/13/133675697d3d4b44a3.img.jpg_280x200_2495b394.jpg,潮州市,湘桥区,广东省潮州市潮安区归湖镇砚田村下竹坝,-1,-1.0,"沉浸式体验，微风做饵，将风景揉进味蕾，感受自然和美食的双重治愈！
浅尝微风的味道......你带上愉悦的心情，备上音乐美",https://piao.qunar.com/ticket/detail_1691539996.html?st=a3clM0QlRTYlQjklOTglRTYlQTElQTUlRTUlOEMlQkElMjZpZCUzRDUxOTE0NSUyNnR5cGUlM0QwJTI2aWR4JTNEMzclMjZxdCUzRCUyNmFwayUzRDIlMjZzYyUzRFdXVyUyNnVyJTNEJUU0JUI4JUFEJUU1JUIxJUIxJTI2bHIlM0QlRTQlQjglQUQlRTUlQjElQjElMjZmdCUzRCU3QiU3RA%3D%3D#from=mpl_search_suggest,-1.0,N/A,沉浸式体验，微风做饵，将风景揉进味蕾，感受自然和美食的双重治愈！浅尝微风的味道......你带上愉悦的心情，备上音乐美食，在草坪上吹着微风，共享美食，享受一个温暖又惬意的午后时光！,暂无,https://imgs.qunarzz.com/sight/p0/2303/13/133675697d3d4b44a3.img.jpg_710x360_3ff33841.jpg〇https://imgs.qunarzz.com/sight/p0/2303/3d/3d86153583690625a3.img.jpg_710x360_6a6b5fca.jpg〇https://imgs.qunarzz.com/sight/p0/2303/ad/ad7dbeae3c7aa919a3.img.png_710x360_53967291.png〇https://imgs.qunarzz.com/sight/p0/2303/3f/3f0ac7b16916e3d0a3.img.jpg_710x360_f7faefd4.jpg〇https://imgs.qunarzz.com/sight/p0/2303/dc/dc0919f5147caf12a3.img.jpg_710x360_7169a918.jpg〇https://imgs.qunarzz.com/sight/p0/2303/12/1259250273b387d7a3.img.jpg_710x360_712dd3e3.jpg,"{""ret"": true, ""data"": {""tagList"": [{""tagType"": 0, ""tagScore"": 5, ""tagNum"": 0, ""tagName"": ""\u5168\u90e8""}], ""score"": 0.0, ""commentCount"": 0}, ""statusCode"": 200}"
潮州动物园,https://qimgs.qunarzz.com/piao_qsight_provider_piao_qsight_web/temp2793366100618365942100d1f000001gorn101FA_wmr.jpg_280x200_052c9699.jpg,潮州市,湘桥区,潮州市湘桥区西湖景区内,-1,-1.0,N/A,https://piao.qunar.com/ticket/detail_975176070.html?st=a3clM0QlRTYlQjklOTglRTYlQTElQTUlRTUlOEMlQkElMjZpZCUzRDUyMzU0NSUyNnR5cGUlM0QwJTI2aWR4JTNEMzYlMjZxdCUzRCUyNmFwayUzRDIlMjZzYyUzRFdXVyUyNnVyJTNEJUU0JUI4JUFEJUU1JUIxJUIxJTI2bHIlM0QlRTQlQjglQUQlRTUlQjElQjElMjZmdCUzRCU3QiU3RA%3D%3D#from=mpl_search_suggest,-1.0,N/A,N/A,暂无,https://qimgs.qunarzz.com/piao_qsight_provider_piao_qsight_web/temp2793366100618365942100d1f000001gorn101FA_wmr.jpg_710x360_82605570.jpg,"{""ret"": true, ""data"": {""tagList"": [{""tagType"": 0, ""tagScore"": 5, ""tagNum"": 0, ""tagName"": ""\u5168\u90e8""}], ""score"": 0.0, ""commentCount"": 0}, ""statusCode"": 200}"
古府城墙,https://imgs.qunarzz.com/sight/p0/201403/07/22be4225e9edec51ce239aa687b65042.jpg_280x200_66c7c510.jpg,潮州市,湘桥区,广东省潮州市湘桥区环城东路,-1,-1.0,古府城墙于宋代已成规模，至和初年再筑土城，绍兴年间又以石砌、绍定、端平年间先后大规模增修筑建，形成了外廓内城并绕以城濠的,https://piao.qunar.com/ticket/detail_2717754206.html?st=a3clM0QlRTYlQjklOTglRTYlQTElQTUlRTUlOEMlQkElMjZpZCUzRDU1OSUyNnR5cGUlM0QwJTI2aWR4JTNEMzUlMjZxdCUzRCUyNmFwayUzRDIlMjZzYyUzRFdXVyUyNnVyJTNEJUU0JUI4JUFEJUU1JUIxJUIxJTI2bHIlM0QlRTQlQjglQUQlRTUlQjElQjElMjZmdCUzRCU3QiU3RA%3D%3D#from=mpl_search_suggest,-1.0,N/A,古府城墙于宋代已成规模，至和初年再筑土城，绍兴年间又以石砌、绍定、端平年间先后大规模增修筑建，形成了外廓内城并绕以城濠的完备格局。由于朝代的更迭，战火的破坏，元末明初已是破烂不堪。明洪武（1379年），指挥俞良辅重辟城西南，增筑石墙，全面修建府城墙。修建后的府城，城墙高二丈五尺，基阔二丈二尺，城面一丈五尺，周围一千七百六十三丈。环城开上水、竹木，广济、下水、安定、南、北等七门。于城门外构筑月城作为屏障，并于城上造敌楼四十四座，窝铺六十七座，雉煤二千九百三十二个，十分雄伟壮观。随着历史的变迁，府城的南、西、北三面城墙均因城市建设的需要而拆除，现仅存东面临韩江的古城墙，北起金山南至南门，全长2132米，保存城门四座，即上水门、竹木门、广济门、下水门，并建有城楼。楼置于高大台基上，台正中辟一高3.62米，宽3.99米的拱门。楼为三层重檐歇山顶，面宽五间，穿斗式梁架结构。城楼面临韩江，直对湘子桥，楼上旧有对联：“万峰当户立，一水接天来”。暮春三月，登楼眺望，韩江水涨，江面开阔，长桥卧波，烟波浩渺，笔峰如画，行船如梭，别有一番景致，故潮州内八景有“东楼观潮”之胜，它写着古城的历史：有太平盛世的康乐日子；有兵荒马乱，风烟滚滚的战祸年代；有守城将上浴血奋战的悲歌；有乡亲父老流离颠簸，妻离子散的苦泪。古城墙是一本记载古城文化的大书。,暂无,https://imgs.qunarzz.com/sight/p0/201403/07/22be4225e9edec51ce239aa687b65042.jpg_710x360_56042de6.jpg〇https://qimgs.qunarzz.com/piao_qsight_provider_piao_qsight_web/267123a0-237a-41af-bbf7-3c53f7400424.jpg_710x360_eae1a9d4.jpg〇https://qimgs.qunarzz.com/piao_qsight_provider_piao_qsight_web/e91c914f0a3f27b5.jpg_710x360_cfb9d13a.jpg〇https://qimgs.qunarzz.com/piao_qsight_provider_piao_qsight_web/fc20127731e2bb5.jpg_710x360_a9aad37d.jpg〇https://qimgs.qunarzz.com/piao_qsight_provider_piao_qsight_web/ca95e8b3ee3195b5.jpg_710x360_b263f328.jpg〇https://qimgs.qunarzz.com/piao_qsight_provider_piao_qsight_web/1564c2fdc83ce3b5.jpg_710x360_7c2dbce4.jpg〇https://qimgs.qunarzz.com/piao_qsight_provider_piao_qsight_web/8ca1ec0eeeb7e3b5.jpg_710x360_13a9e4ae.jpg〇https://qimgs.qunarzz.com/piao_qsight_provider_piao_qsight_web/410764d8c5ab94b5.jpg_710x360_952c1f45.jpg〇https://qimgs.qunarzz.com/piao_qsight_provider_piao_qsight_web/3405298f0292acb5.jpg_710x360_0904aa20.jpg,"{""ret"": true, ""data"": {""tagList"": [{""tagType"": 0, ""tagScore"": 5, ""tagNum"": 0, ""tagName"": ""\u5168\u90e8""}], ""score"": 0.0, ""commentCount"": 0}, ""statusCode"": 200}"
潮州市博物馆,https://qimgs.qunarzz.com/piao_qsight_provider_piao_qsight_web/0105p12000f6u07we5778_C_900_504.jpg_280x200_a59e3d44.jpg,潮州市,湘桥区,潮州市湘桥区福安路与潮州大道交叉口,-1,-1.0,N/A,https://piao.qunar.com/ticket/detail_309149138.html?st=a3clM0QlRTYlQjklOTglRTYlQTElQTUlRTUlOEMlQkElMjZpZCUzRDUyODkyNyUyNnR5cGUlM0QwJTI2aWR4JTNEMzQlMjZxdCUzRCUyNmFwayUzRDIlMjZzYyUzRFdXVyUyNnVyJTNEJUU0JUI4JUFEJUU1JUIxJUIxJTI2bHIlM0QlRTQlQjglQUQlRTUlQjElQjElMjZmdCUzRCU3QiU3RA%3D%3D#from=mpl_search_suggest,-1.0,N/A,N/A,1/1-12/31；周二至周日；09:00-17:00开园；（16:40停止入园）,https://qimgs.qunarzz.com/piao_qsight_provider_piao_qsight_web/0105p12000f6u07we5778_C_900_504.jpg_710x360_b0b8b080.jpg〇https://qimgs.qunarzz.com/piao_qsight_provider_piao_qsight_web/0105p12000f6u07we5778_C_900_504_Q90_Mtg_7.jpg_710x360_08a4952c.jpg,"{""ret"": true, ""data"": {""tagList"": [{""tagType"": 0, ""tagScore"": 5, ""tagNum"": 0, ""tagName"": ""\u5168\u90e8""}], ""score"": 0.0, ""commentCount"": 0}, ""statusCode"": 200}"
